ID_Client,Nom,Prenom,Genre,Date_de_Naissance,Adresse,Telephone,CIN,flag_MRE,flag_contencieux,ID_Compte,id_agence
ba31e2e9-aea5-499a-a7b7-1e509eefdad8,Omar,Sofian ,M,2008-08-13,"5, Fés, Socoma, Maroc",+212630943957,Z887602,N,N,d67dd82a-dcfc-4ec6-aeaa-3fe8a55e26ee,6f1d768b-8317-4e10-b1fb-7c537f3a2ea1
d6eb9585-3dc3-4b27-9d0b-0a63276ee284,Khadija,Khadija,F,1935-01-06,"84, Fés, Hay Salama, Maroc",+212698095534,W897899,N,N,db5a1038-197c-4f56-8f89-9e71e9d77108,2dd0718a-69a1-42c7-b9a6-f55d04395f05
e758f9c2-e25c-43cb-891a-6f548b39b452,Mohamed,Yassine,M,1957-07-09,"40, Meknes, Oulfa, Maroc",+212664736619,H520134,O,N,07c8a81e-5642-4406-ae97-c66756b34a3b,56a21160-6f93-406f-9187-cb110f8e9ac2
241d559b-affe-4bcf-8326-266b259bd083,Qassim,Haroun,F,1938-12-15,"82, Meknes, Qamra, Maroc",+212663168131,V943706,N,O,25161435-c2df-4315-93de-a72e0bdc56c0,23799758-4a4b-4320-8f60-e2f779778ab7
e17af025-2b5f-4279-9bb8-fdb9a4b82bce,Hamza,Nassim,M,1966-06-29,"42, Casablanca, M'hamid , Maroc",+212674126093,W75461,O,O,bf8c21e2-3ae9-4a3e-a15d-64e1dc6e598f,be9faa2d-6fcc-47f5-abda-b54728b6316b
1e41d7d4-0014-4756-b85b-2b941b486b1a,Farizah,Houssam,F,1949-11-04,"77, Fés, Al azhar, Maroc",+212632099144,X240024,O,N,f3d96229-4cab-4983-9728-60daa44258e2,4b617251-06f7-40b6-96ff-51558e8120fc
296bd0c2-67ef-4332-9282-355926c13561,Omar,Ahmed,F,2020-03-12,"61, Fés, Lala Soukaina, Maroc",+212639900972,P379565,O,O,58d16294-1117-4562-8c25-ba13cca643f2,6a363bde-c2d2-4fe8-8bb0-d6332f6fb7ed
f24037a5-55b9-42e0-aef5-f369fc5d8aa3,Zhour,Tazim ,M,1935-01-14,"62, Rabat, Ennakhil, Maroc",+212644573570,V441907,N,O,ff7447f0-1e46-40b8-a4d0-35073111e228,c373c55a-b9cd-4102-b794-4097df3ee43b
6e216fe5-ca0a-4a9f-bce6-45bd70fe32a5,Wassim,Anas,M,1955-11-26,"63, Fés, Lala Soukaina, Maroc",+212605789975,E65141,N,N,d34fb7f8-313c-4519-abca-946e67c589be,53986833-688e-43cf-a149-64c82a2d6c7b
2404d4d5-3426-400a-8d54-90cd8f21f217,Nassim,Nesma,F,1914-11-15,"19, Marrakech, Massira , Maroc",+212660834408,X338394,O,O,f72f9f9a-1e16-4ab0-9267-c961e3e00c7b,0c440184-a3ae-4c86-afd3-87335c8d10d8
f4198658-337d-45f8-aeca-c43a240300cf,Zakaria,Ayoub,F,1932-05-19,"23, Marrakech, Ancienne Medina, Maroc",+212647231681,C631724,N,O,44c61e38-3d2e-4341-883e-30ea59210c52,73f18e50-bec2-49c8-8042-26d4655c7079
c4cf5839-6db0-4ae1-aa22-16c0b0a95e76,Zubayr,Mohammed,F,1936-03-08,"55, Marrakech, Derb Ghallef, Maroc",+212649393262,F206876,O,N,a71afe4e-492a-466a-9693-4f481403e8d2,82dfdf5a-b65b-44a5-b697-72530fa4e3d8
79ec2846-9728-4ec5-a121-3d5cba516ea5,Ahmed,Moussa,M,1994-12-08,"95, Casablanca, Badr, Maroc",+212677404009,C545850,O,O,2ec1fd93-8c83-4cb3-9915-df59e422b1b2,2e63479c-2bd7-4732-8257-0b83ba068ae6
de3e7a2a-bd63-42b2-9816-7e9129eb8efe,Ouahid,Mohamed,F,1957-02-15,"90, Casablanca, Kasbah de Marrakech, Maroc",+212670603001,N870022,N,O,8190f637-8d56-4432-b69b-b03ff307970d,5c2e13ac-da12-4295-ac00-0a9e61af8934
b0f8e7bf-4edc-4f43-8ac6-fabfd2d22eb7,Mohammed,Hayat,F,1919-02-22,"62, Rabat, Derb Ghallef, Maroc",+212666777098,E824487,O,N,799ab992-eec6-47a5-8566-16ad2725cf66,b43bd1f4-e63c-44ac-97ce-dcede144ae6c
2ee84413-ce0b-4755-bca7-98698c3719e9,Omar,Younès,M,1954-12-03,"56, Meknes, Hay El Hassani, Maroc",+212638576309,I496880,O,O,8ea61522-4f0d-45fd-9c2b-3dc6cb3812c4,2ded82cf-cee0-4bde-9406-59538bc63c59
32d9d9d0-e699-4857-962c-6324f34b4992,Achraf,Ahmed,F,2009-11-19,"10, Meknes, Quartiers nord de Marrakech, Maroc",+212678715946,V537795,N,N,dbe4d168-caeb-405e-be9c-f5bce8723196,1b7b4586-ba60-43a4-b9ba-4a61be482e0e
c8c60fb4-77f4-4db9-82ef-c652cb894239,Mouad,Youssef,F,1918-07-05,"64, Meknes, Hay Salama, Maroc",+212626621563,C820180,O,O,6c37636d-6578-4563-b610-bcb19a451660,bf62c9fd-a0e4-4648-a1a5-cd06d409e69a
c82c1b0f-e07b-42ce-aa5e-f847dae5769f,Wassim,Nesma,M,2001-11-22,"60, Meknes, Inara, Maroc",+212673255489,I664794,O,N,148d896c-e60e-44e4-9c98-44f731b9aba7,40d5c2f5-4cd1-435e-9dfb-897a1f623ff8
fba1f41b-da37-4888-beef-9d38a443a128,Achraf,Hamza,F,1963-08-03,"87, Casablanca, Qamra, Maroc",+212651883649,A439429,O,O,59b85908-14b4-4af9-b036-811225267720,c8eeb0f6-3f62-46cb-afca-07be680dae2a
90cf9258-abff-4d62-89c2-647d19cddd96,Amir,Mohammed,M,1997-01-25,"18, Meknes, Semlalia , Maroc",+212649731971,X198119,O,N,15746774-7cd7-44dc-9c8e-9ef21e26e8ab,72b4019e-c542-43ed-8e7b-1d9bd3be8933
eea12066-05e2-4551-a74d-8787ce368eb1,Ismaïl,Salah,F,1974-02-04,"57, Meknes, Salmia 1, Maroc",+212622990148,S178920,N,O,561ded5a-a7e1-4e12-8d79-878968a33b84,ae275059-13ed-488a-866f-ff8a72ba9444
362d2cc9-3e1b-4289-9387-3e6ff81a6c2a,Ali,Moussa,F,1948-07-17,"55, Meknes, Californie, Maroc",+212681729381,W837620,N,O,9555dbc9-5a64-43a4-8be7-06609dad357c,f5bb0912-6286-49f4-9134-758cf8a5f103
258e2228-6fa2-4d58-a1b7-be94b195570a,Imane,Amir,F,1975-09-06,"56, Fés, Lido, Maroc",+212673442760,H94278,O,O,90deac58-07e0-4c6e-92eb-24f1fdf41b0f,35bcfe48-1cda-4ff1-acef-4c0d2ff84cd2
47a6a7c1-d0a4-4ac4-be05-f8b8297688c7,Ali,Amir,M,1921-11-29,"92, Rabat, Yacoub El Mansour , Maroc",+212691785828,Z721503,N,O,4f168647-95b8-49aa-bfef-9b3dcecae804,bc6dc6b8-e0d5-40a8-ab28-85fa38e6109c
3e5ef8c7-4344-4655-8df6-5ec553b928c2,Nassim,Abdelilah,M,2009-04-22,"50, Rabat, Hay Ryad, Maroc",+212641156297,J136471,O,N,19d6f439-a0bd-4d7b-90b8-2869561bc621,7bbdc66e-4674-44d6-9da3-f80da71e393f
77e8966b-5367-451a-bb2a-bf40acd1c18d,Ahmed,Ali,M,1974-06-19,"36, Fés, Lido, Maroc",+212632109130,E902731,N,O,bf2f0ef7-34b6-4b1f-82b1-1c76e4ae78de,5ab40dfe-ba66-47f4-a7b1-753c3283ffb4
1bef36f5-873d-43d2-a60e-11a1ae4ead04,Youssef,Ahmed,F,2003-04-06,"11, Casablanca, Yacoub El Mansour , Maroc",+212683155930,D656654,O,O,ddac475b-241b-4ab8-bb17-024f78af83ba,1c1ae832-82a8-45a8-84ba-8fa624ee3d9e
8bcec3d0-5990-4403-98bf-bef5ea3b15f5,Ghaydaa,Iyad,M,1934-08-31,"95, Rabat, Hay Ryad, Maroc",+212626474819,H58582,N,N,752fb80e-5e03-42c1-8099-a1112e8dd5aa,e953143d-d18a-4995-8090-3e78b87f6655
f82f1f68-50b8-4938-a138-a3cc36d6eef3,Farizah,Mohamed,M,1974-11-03,"46, Rabat, Lala Soukaina, Maroc",+212602948638,M220006,O,O,913d1b17-bd4f-4919-b1af-72b6dcac6b6d,6dc54a1e-7fb4-45d6-92e4-d93c1f4456c5
ab45f787-43a0-49f7-aa8a-5e8165a770b6,Mohammed,Haroun,F,1979-03-21,"80, Fés, Yacoub El Mansour , Maroc",+212672058663,F928734,O,N,9c976032-2444-4c8e-b07b-37a91a9089ce,ec5ba63f-b892-4d3c-9b03-df6b7135f5b2
fbe87e87-ce84-411f-bf60-e6ff2e6724f5,Amine,Ali,M,1986-02-22,"13, Casablanca, Ennakhil, Maroc",+212633131585,R882925,N,N,3827d9fe-fcb5-4935-8dd3-1cc8c07a8e59,b3ccd9c9-a5a9-4c61-adf2-656a5d4b3128
67302519-a7b0-4753-91c8-00794dfab3ba,Houssam,Mehdi,F,1938-06-18,"23, Casablanca, Sidi Maârouf, Maroc",+212604440151,U112730,N,N,092f2482-da03-48ee-9e10-1eb79b0dedef,04d5085b-2133-40d3-946c-bb1f0b277e6c
33d4006a-cf1f-4392-bfff-0c31df8c1689,Houssam,Zakaria,M,2016-06-14,"78, Meknes, Aïn Diab, Maroc",+212627299432,S306745,N,N,d495e51b-5b7d-49bd-97c4-b47cc8a4749e,a548b547-81b2-4480-9880-3ac7ffa95291
477b6371-2a39-4ed4-84fc-735ec44830fb,Farizah,Abdelilah,F,1993-07-08,"88, Fés, Ancienne Medina, Maroc",+212606441236,N482340,N,N,9ccd7450-237d-4d7c-9f55-61ce5b7b7b83,3838e4e2-d85e-4adb-ae1f-f87b61734f29
a01da3d0-911e-47d1-a263-c0ec028a0a7a,Qassim,Zakaria,F,2000-07-26,"9, Fés, Agdal , Maroc",+212611353113,R537904,N,N,bb56b3a2-ac6e-4be9-8bde-731d1de21ef9,7ede7302-3ec4-4a3c-9701-ba7df876f2f5
6235d4a1-195d-477f-abf7-ea6fbab06838,Mohamed,Ahmed,F,1960-10-10,"24, Fés, Badr, Maroc",+212610027241,Z928032,O,O,dfd1b480-05f5-425a-82a3-f5aa630270d0,8d5d0b90-e64f-4f66-83b8-3411f325e0c6
7c839486-626e-4d40-be09-8cc83ccbdf3c,Ali,Ali,F,1957-10-27,"90, Casablanca, Ancienne Medina, Maroc",+212680814487,K538431,N,N,83a740c9-731e-41eb-86ce-2f9547dbbb61,80a86e47-4586-445b-8fdc-05ba52a4a9ab
f19ecf98-8417-4160-9e0e-b9c8550854e0,Houssam,Ismail,F,1996-05-29,"15, Fés, Lala Soukaina, Maroc",+212604926918,A269505,N,N,5bbaa011-5ff2-48ca-a686-4843ad717508,b9c9790a-e93f-4ea4-80cf-db40fb4a7cba
a0c47d4a-4d54-42c0-b014-ec11666eacd9,Kâmil,Abdelilah,M,2002-01-14,"87, Casablanca, Les Roches Noires, Maroc",+212633013138,X497733,O,N,07aa1cc2-7ea4-4891-82ca-274903a1be1d,7023a3d2-1b5e-41dc-9dd2-b480b7ae90e2
4ad95dc5-2a04-4364-a04f-74cb4f3b7fa6,Moussa,Nassim,M,2001-03-23,"37, Rabat, Ancienne Medina, Maroc",+212673822833,S258854,N,O,f5533f2b-8cb2-49b8-ac78-3238d9107fea,4a09872e-d054-46a5-907e-eb94bb732640
a1287766-303b-4c4a-b0ad-2ab1166f91b2,Anas,Mohamed,F,1953-04-03,"42, Casablanca, Bourgogne , Maroc",+212649994282,G865657,O,N,7d661896-1251-4b93-9dd1-a7bbb4d3d3ee,d0927b50-5112-4082-9b27-0346c904bda7
22de9f10-a0f6-47c3-895e-3f799c3d8ed8,Sofian ,Ayoub,M,1950-04-05,"49, Fés, Lala Soukaina, Maroc",+212697143242,W897970,O,O,ba4221ef-b119-486b-adab-3165513cf3f6,a2001d13-b61d-442b-8f44-4ef836b161ea
001d251d-a7cf-4209-8a34-f45a7412b391,Houssam,Iyad,F,1910-10-27,"35, Marrakech, Belle Vue 3, Maroc",+212663572797,G397647,N,O,971ae396-6675-4a1b-bde6-52a953bf8df6,9cc6de9b-dd01-4bcc-8535-d77301ae1ef1
e6b1c678-bc42-427b-9d34-c2ca26df3484,Houssam,Ismail,F,1910-10-17,"55, Meknes, Bourgogne , Maroc",+212626980725,U506695,N,O,8df3c183-f65e-418c-860f-f6c4b48b927b,cee547c2-1d47-44ba-9ce6-8cb05144cd57
04283768-582f-4bd8-9da8-160b53d4ee8d,Imane,Yassine,M,1927-02-10,"54, Casablanca, Habous , Maroc",+212665403813,G780032,O,N,e99c4354-6bdb-4ac0-8b9d-3321d967773f,4d78925a-67ff-4254-aac5-7aa90e06edb8
7767992a-f906-40f7-8273-2af9eaca9ae7,Ahmed,Hafssa,M,2017-11-11,"96, Meknes, Oulfa, Maroc",+212656443415,U5322,O,O,e22d2812-cf95-4c27-a7cd-e50f57ae9030,6f883692-0d51-4d7a-943e-3ea2a12befee
82ca615a-bce0-4d3a-96a8-9f1ab23d0694,Salah,Ismail,M,1921-01-18,"48, Rabat, Hay Ryad, Maroc",+212647369515,R790074,N,N,f830a265-7085-446f-b31d-76a946bf59fa,296d8502-cfba-4720-91bb-2657468cd714
3cca15d2-bd8a-4b84-a08f-e1736424b9bb,Ismaïl,Abdelilah,F,1914-05-27,"73, Fés, Sidi Bouzkri, Maroc",+212691575337,A606760,N,O,c93c0b50-cf04-409f-825a-f553c15af0db,1bdb4ffc-6209-43c9-85f1-489fc8d280f1
3231cf06-b916-46cc-8c49-455f3c79b1d3,Tazim ,Anas,F,2016-07-25,"39, Fés, Belvédère , Maroc",+212695794637,M325113,O,O,c041129e-2390-4075-8260-9320e6525367,86aa4c94-4e1f-4a6f-a237-974b46fa8624
f7005164-a96b-44d2-85ec-a9f1886d8041,Hamza,Wassim,F,1936-09-29,"55, Meknes, Racine , Maroc",+212647628961,I856268,O,O,86a2eb45-9919-43aa-9d61-07846925b749,9beaac7c-0eb2-44b7-9462-375ce1c8e025
85c2c5bb-d9bc-4e8c-a8fc-44c85aaf3b9a,Yassine,Amine,F,1909-09-22,"12, Casablanca, Hay Ryad, Maroc",+212609921586,S305969,O,N,106aeca3-43c5-4345-be4b-36e69f3831e6,66f02fa0-d0af-4ee7-8419-f1a19b07c008
d9d943cd-14f4-4e8f-bf07-614d1c0d5dc0,Zakaria,Mohammed,F,1957-02-16,"87, Meknes, Lido, Maroc",+212689572242,J570300,O,N,e62129aa-fb83-4764-9fcb-11e53093b6c0,6f00826c-76e9-4df3-ab58-efd8999afdc2
5915183b-63f6-4c0c-bc3a-8c705770e5d8,Youssef,Mehdi,F,1946-08-22,"19, Marrakech, El Azzouzia , Maroc",+212676462285,B367263,N,N,1aa6830e-80b8-446d-8b7d-726a97d4b2c2,471abc93-002b-4513-829d-3613c55da738
598eed5a-0884-47b5-bee6-319f4e1b9185,Ghaydaa,Farizah,M,1987-05-30,"19, Marrakech, Hay El Hanaa, Maroc",+212663917535,Z397228,O,N,b07065f9-dcd7-480f-8a35-0044e1c383b6,9b5cce1b-bc9a-4d60-af42-18cb1684d9b0
6affeaa7-cd2b-4de8-9f11-3e57a7632652,Iyad,Anas,M,1937-03-18,"52, Marrakech, Aïn Itti , Maroc",+212667028783,X837612,N,O,4fd47b80-e9dd-4d1c-b03a-dcc3127e698c,cec3ca35-447d-4c81-b0a2-e3cb796a6b4a
9a4cafa3-6074-4fc4-9abf-7e9dffe43e46,Amine,Zubayr,F,1986-04-24,"78, Rabat, Hay Ryad, Maroc",+212663731447,A467382,O,N,980111b6-0f56-4363-9ec3-f35cb677d0f4,ee3fe985-09b7-4bc4-957e-d13fff36b932
d601d0a8-7e3d-4b5b-a483-097c7b18e7bc,Mohamed,Haroun,M,1926-06-02,"12, Meknes, La Colline , Maroc",+212642174204,P333684,N,N,b0b69429-35b5-4c4d-88ce-bb65644b943b,e31fef0b-43c9-42f4-b433-d1e6872c6b65
a96bebdf-ab36-403e-9e1d-85adcc94a1b5,Tazim ,Iyad,M,2016-05-31,"61, Meknes, Sidi Bouzkri, Maroc",+212689737046,G137758,N,N,d2d086f8-9f61-43b3-ab7f-77a9cef171a0,8952bbc7-36e6-4f34-b097-5623f91a4543
e981f016-3e57-4f4c-8c6d-e2d3416b4519,Mojiz,Ali,M,1925-02-17,"33, Casablanca, Hamria, Maroc",+212640322314,H662835,O,O,2852ac30-a476-4efe-adff-704862c2a2e9,abbfd706-0936-4934-97de-dc458334a8e6
1dd2d26f-3a2d-4eea-a6cd-955be218972a,Achraf,Ibrahim,M,1978-02-02,"19, Marrakech, Bab El Khemis , Maroc",+212636001626,Z645229,N,O,da47e49e-663c-4ece-8a85-81ccdacc7775,83f7ff38-9408-49a8-b75e-6664e6eab19c
703e2ba4-8457-409e-85fa-510c25637891,Salah,Ismail,F,1969-07-24,"60, Rabat, Bassatine, Maroc",+212651683449,S799357,N,N,b21566bf-5b2c-40ff-af66-0b5d35b21eb2,aed5a041-cb22-4911-a217-63b4e3627ff8
f1973674-88a6-4987-ba29-93577dbe0015,Zubayr,Hafssa,M,1917-08-07,"49, Casablanca, Salmia 2, Maroc",+212600490044,U237151,N,N,c7e57bb7-ad2a-4503-8fcf-ff8c9f6d5417,4fc3dacd-2683-4798-b298-b69b09bbb5c6
911466f5-a130-4f78-9260-c7d718542919,Anas,Tazim ,M,1994-11-24,"56, Rabat, Sidi Youssef Ben Ali, Maroc",+212625519038,G317611,O,O,1fb56deb-271b-43a9-b1d5-935f93a4bccd,3756c544-0c4a-4396-91ec-123d61b9dd3f
d790e9b3-4833-490a-8e09-5a413a024bf7,Mohammed,Moussa,M,1919-08-25,"76, Marrakech, Qamra, Maroc",+212679608713,K44613,N,O,eba2444c-a6cb-4d2b-b8c1-025eed8037b5,d668e356-cee0-4396-bc58-026e9a62303d
750d362f-b43d-45de-8932-c7b3bce61984,Naïm,Mohammed,M,1982-11-17,"42, Marrakech, Salmia 1, Maroc",+212660619483,G307220,O,O,77c10d4e-0500-445b-aae4-90e75509c791,5ba591ad-a1ed-42ea-ba39-71196ba73893
80f6d2cb-ffcc-423f-9fbe-7baf55b8806b,Sofian ,Sofian ,F,2009-05-06,"20, Fés, Hassan, Maroc",+212611143460,E535764,O,N,0c6d4796-4584-43f9-9011-03a6ed5a9326,85ecfdf8-714f-49e3-a311-a64669119366
54de1ab2-eea4-4034-8352-5c0547bde293,Amine,Khadija,M,1932-08-17,"42, Fés, El Azzouzia , Maroc",+212681691773,T985924,O,N,8e2ac6a2-837c-4d0b-8c66-f50607e975f2,68e90542-9499-4a70-8dd4-73237efe6277
94f4180b-500c-4697-a047-5bc9e46c3dec,Nassim,Hayat,F,1942-04-18,"2, Fés, Californie, Maroc",+212688983200,S663469,O,N,9c44e20d-e4a0-45d1-a649-b55ecf3fef28,4598890a-15b5-43e5-9723-858ffd11d41c
6142f52f-7b5b-4507-8a17-1dd8fcbac222,Naïm,Zubayr,M,2020-02-22,"82, Marrakech, Hassan, Maroc",+212656734622,M463138,N,O,ec87b3f8-aa3b-4db4-b597-b7280a5f117e,d970405e-0372-42ef-9861-96c103ee0afb
bad289c6-307b-46f4-9e9a-8aaa6faa1e87,Zubayr,Hayat,M,1939-03-27,"34, Meknes, Badr, Maroc",+212680264818,C819259,N,N,b708e356-4ce6-466b-ad76-835b1b995f67,07800129-9b37-4339-be13-86a374c83ab9
78e95ac8-f177-41dd-9e23-3db2bddf5db3,Amir,Naïm,M,1925-02-13,"26, Marrakech, Hassan, Maroc",+212677145783,D13350,N,O,0fda8a79-2537-4469-870f-a3bdc9c36866,980e0d86-55c4-4ba2-897c-707589ca1f20
b9ca1507-da29-4e4a-b327-d87863b5c457,Iyad,Hayat,M,1997-01-26,"3, Casablanca, CIL , Maroc",+212663356707,L692883,N,N,51dc703f-dadc-45b5-a304-aef97af465e6,1751a974-49d7-433e-8bef-d9af9bdad3c4
c2d78e7f-06b7-4a4b-87b7-1b97d8e8d027,Khadija,Haroun,M,2018-11-13,"44, Rabat, Essaada, Maroc",+212640439891,A87982,N,O,0f214311-e655-43ac-9050-ee3747aca816,dd90adfe-cd76-4f2b-b84b-2d17a6461955
9c948dfe-4c18-4529-9363-b67e9462bd1d,Houssam,Ali,F,2001-08-26,"88, Meknes, Salmia 1, Maroc",+212617089582,K413651,O,N,21652886-a4dd-4ad6-aba2-5aa2906a18c4,78a6b11e-32d1-4bf5-a637-7d84f0ab5ae0
94595422-ef7f-4798-9054-301dc65b0da1,Ahmed,Mouad,F,1976-01-05,"31, Marrakech, Inara, Maroc",+212632360512,Z123396,O,N,ffeb5303-b754-45dc-9bf6-a1be875ae6f3,0774bcd8-2fcb-4cee-8a15-1996720b5030
4ed5394e-012d-411a-910d-9e39b2e9b290,Iyad,Farizah,F,1970-07-15,"18, Fés, Bassatine, Maroc",+212665026814,L576341,N,O,3b8116e0-4f94-44c6-95dd-9beb063c330b,e3f75827-721c-432f-b2a9-ad69dcc3e850
9720fbb5-7ec4-497e-a2cc-06c6a9de03b4,Mehdi,Mohammed,F,1919-10-10,"96, Fés, Lido, Maroc",+212638638508,N261615,N,O,3fa5c317-f935-4842-9860-8ddcbc45c150,5532bb3b-6ebe-4d7d-976a-cf8b63199398
342ce80e-8fca-4456-997d-c573e0648944,Nassim,Ibrahim,M,1934-10-05,"21, Rabat, Qamra, Maroc",+212668824627,V425049,N,O,a2557d5f-867c-4328-9368-74aca551c8c0,c187c237-a8ad-468a-9954-1bf23e67f098
11bea1e7-0497-4b53-bc13-d944bac4012d,Ahmed,Zakaria,M,1910-07-23,"77, Marrakech, Badr, Maroc",+212631635119,G228150,O,O,0c19b806-42a0-47b1-b2a8-2973f9d14ff2,14bed47e-0c80-46ab-be65-44d337662de2
f4b446bf-dd39-49d7-9d8e-22e2b6af9e14,Sofian ,Mojiz,M,2006-06-05,"62, Casablanca, Hamria, Maroc",+212651414067,N759803,O,O,491d6151-2773-4c28-a736-6f07a13966a5,e8193981-6b22-4720-a3dd-07512e5538e4
ac8a9909-9192-4b3b-825f-986545ea64ba,Zakaria,Younès,M,1958-12-17,"63, Rabat, Hay El Hanaa, Maroc",+212690311262,E748876,N,O,66f8ad5d-6020-4def-9675-fea50204988a,7f5055f0-d8c7-47de-9fe5-668438bba2ad
403b707d-a450-43f2-aa4a-c4c6ecc4dccf,Hayat,Ayoub,F,1926-11-03,"48, Casablanca, Badr, Maroc",+212644364041,L581804,N,N,cec7e56c-651a-4078-b791-63e09c11b0fe,0c220908-5ed3-4f6b-afe8-7c9b6aeb6b66
25906d13-9208-42c8-965c-1d0691bee2e6,Wassim,Ali,M,1993-01-09,"15, Rabat, Badr, Maroc",+212604500692,U620017,N,O,c7917a32-81be-4fce-9468-153c4d327a0e,a4f6b2e4-4998-46bd-8c54-6de097780edb
